locus_name	symbol	full_name
AT1G75450	CKX5	cytokinin oxidase 5
AT1G75470	ATPUP15	purine permease 15
AT1G75470	PUP15	purine permease 15
AT1G75500	UMAMIT5	Usually multiple acids move in and out Transporters 5
AT1G75500	WAT1	Walls Are Thin 1
AT1G75520	SRS5	SHI-related sequence 5
AT1G75540	AtBBX21	B BOX 21
AT1G75540	BBX21	B-box domain protein 21
AT1G75540	LHUS	long hypocotyl under shade
AT1G75540	STH2	salt tolerance homolog2
AT1G75630	AVA-P4	vacuolar H+-pumping ATPase 16 kDa proteolipid subunit 4
AT1G75660	AtXRN3	5'-3' EXORIBONUCLEASE 3
AT1G75660	XRN3	5'-3' exoribonuclease 3
AT1G75680	AtGH9B7	glycosyl hydrolase 9B7
AT1G75680	GH9B7	glycosyl hydrolase 9B7
AT1G75690	LQY1	LOW QUANTUM YIELD OF PHOTOSYSTEM II 1
AT1G75700	HVA22G	HVA22-like protein G
AT1G75750	GASA1	GAST1 protein homolog 1
AT1G75780	TUB1	tubulin beta-1 chain
AT1G75790	sks18	SKU5  similar 18
AT1G75820	ATCLV1	
AT1G75820	CLV1	CLAVATA 1
AT1G75820	FAS3	FASCIATA 3
AT1G75820	FLO5	FLOWER DEVELOPMENT 5
AT1G75830	LCR67	low-molecular-weight cysteine-rich 67
AT1G75830	PDF1.1	PLANT DEFENSIN 1.1
AT1G75840	ARAC5	RAC-like GTP binding protein 5
AT1G75840	ATGP3	ARABIDOPSIS THALIANA GERANYLGERANYLATED PROTEIN 3
AT1G75840	ATROP4	RHO-LIKE GTP BINDING PROTEIN 4
AT1G75840	ROP4	RHO-LIKE GTP BINDING PROTEIN 4
AT1G75850	VPS35B	VPS35 homolog B
AT1G75910	EXL4	extracellular lipase 4
AT1G75930	EXL6	extracellular lipase 6
AT1G75940	ATA27	
AT1G75940	BGLU20	BETA GLUCOSIDASE 20
AT1G75950	ASK1	ARABIDOPSIS SKP1 HOMOLOGUE 1
AT1G75950	ATSKP1	
AT1G75950	SKP1	S phase kinase-associated protein 1
AT1G75950	SKP1A	
AT1G75950	UIP1	UFO INTERACTING PROTEIN 1
AT1G76030	AtVAB1	
AT1G76030	VAB1	V-ATPase B subunit 1
AT1G76040	CPK29	calcium-dependent protein kinase 29
AT1G76060	EMB1793	EMBRYO DEFECTIVE 1793
AT1G76062	MIR835A	microRNA835A
AT1G76080	ATCDSP32	ARABIDOPSIS THALIANA CHLOROPLASTIC DROUGHT-INDUCED STRESS PROTEIN OF 32 KD
AT1G76080	CDSP32	chloroplastic drought-induced stress protein of 32 kD
AT1G76090	SMT3	sterol methyltransferase 3
AT1G76100	PETE1	plastocyanin 1
AT1G76130	AMY2	alpha-amylase-like 2
AT1G76130	ATAMY2	ARABIDOPSIS THALIANA ALPHA-AMYLASE-LIKE 2
AT1G76135	MIR394B	microRNA394B
AT1G76150	ATECH2	
AT1G76150	ECH2	enoyl-CoA hydratase 2
AT1G76160	sks5	SKU5 similar 5
AT1G76180	ERD14	EARLY RESPONSE TO DEHYDRATION 14
AT1G76260	DWA2	DWD (DDB1-binding WD40 protein) hypersensitive to ABA 2
AT1G76300	SmD3	snRNP core protein SMD3
AT1G76310	CYCB2;4	CYCLIN B2;4
AT1G76320	CPD25	CHLOROPLAST DIVISION MUTANT 25
AT1G76320	FRS4	FAR1-related sequence 4
AT1G76340	GONST3	golgi nucleotide sugar transporter 3
AT1G76390	PUB43	plant U-box 43
AT1G76410	ATL8	
AT1G76420	ANAC031	Arabidopsis NAC domain containing protein 31
AT1G76420	CUC3	CUP SHAPED COTYLEDON3
AT1G76420	NAC368	
AT1G76430	PHT1;9	phosphate transporter 1;9
AT1G76490	AtHMGR1	
AT1G76490	HMG1	hydroxy methylglutaryl CoA reductase 1
AT1G76490	HMGR1	3-HYDROXY-3-METHYLGLUTARYL COA REDUCTASE 1
AT1G76490	MAD3	miRNA action deficient 3
AT1G76500	AHL29	AT-hook motif nuclear-localized protein 29
AT1G76500	SOB3	SUPPRESSOR OF PHYB-4#3
AT1G76540	CDKB2;1	cyclin-dependent kinase B2;1
AT1G76560	CP12-3	CP12 domain-containing protein 3
AT1G76650	CML38	calmodulin-like 38
AT1G76680	ATOPR1	ARABIDOPSIS 12-OXOPHYTODIENOATE REDUCTASE 1
AT1G76680	OPR1	12-oxophytodienoate reductase 1
AT1G76690	ATOPR2	ARABIDOPSIS 12-OXOPHYTODIENOATE REDUCTASE 2
AT1G76690	OPR2	12-oxophytodienoate reductase 2
AT1G76710	ASHH1	ASH1 RELATED PROTEIN 1
AT1G76710	ASHH1	ASH1-RELATED PROTEIN 1
AT1G76710	SDG26	SET domain group 26
AT1G76730	COG0212	Clusters of Orthologous group 212
AT1G76750	EC1.1	EGG CELL 1.1
AT1G76760	ATY1	thioredoxin Y1
AT1G76760	TRX-Y1	THIOREDOXIN Y1
AT1G76760	TY1	thioredoxin Y1
AT1G76790	IGMT5	indole glucosinolate O-methyltransferase 5
AT1G76850	SEC5A	exocyst complex component sec5
AT1G76860	LSM3B	SM-like 3B
AT1G76890	AT-GT2	
AT1G76890	GT2	
AT1G76900	AtTLP1	tubby like protein 1
AT1G76900	TLP1	tubby like protein 1
AT1G76930	ATEXT1	EXTENSIN 1
AT1G76930	ATEXT4	extensin 4
AT1G76930	EXT1	extensin 1
AT1G76930	EXT4	extensin 4
AT1G76930	ORG5	OBP3-RESPONSIVE GENE 5
AT1G76950	PRAF1	
AT1G76952	IDL5	inflorescence deficient in abscission (IDA)-like 5
AT1G76990	ACR3	ACT domain repeat 3
AT1G77000	ATSKP2;2	ARABIDOPSIS HOMOLOG OF HOMOLOG OF HUMAN SKP2 2
AT1G77000	SKP2B	
AT1G77080	AGL27	AGAMOUS-like 27
AT1G77080	FLM	FLOWERING LOCUS M
AT1G77080	MAF1	MADS AFFECTING FLOWERING 1
AT1G77110	PIN6	PIN-FORMED 6
AT1G77120	ADH	ALCOHOL DEHYDROGENASE
AT1G77120	ADH1	alcohol dehydrogenase 1
AT1G77120	ATADH	ARABIDOPSIS THALIANA ALCOHOL DEHYDROGENASE
AT1G77120	ATADH1	
AT1G77130	GUX3	glucuronic acid substitution of xylan 3
AT1G77130	PGSIP2	plant glycogenin-like starch initiation protein 2
AT1G77140	ATVPS45	
AT1G77140	BEN2	bfa-visualized endocytic trafficking defective 2
AT1G77140	VPS45	vacuolar protein sorting 45
AT1G77180	SKIP	SNW/Ski-interacting protein
AT1G77210	AtSTP14	sugar transport protein 14
AT1G77210	STP14	sugar transport protein 14
AT1G77235	MIR402	microRNA402
AT1G77240	AAE2	acyl activating enzyme 2
AT1G77300	ASHH2	ASH1 HOMOLOG 2
AT1G77300	CCR1	CAROTENOID CHLOROPLAST REGULATORY1
AT1G77300	EFS	EARLY FLOWERING IN SHORT DAYS
AT1G77300	LAZ2	LAZARUS 2
AT1G77300	SDG8	SET DOMAIN GROUP 8
AT1G77320	MEI1	meiosis defective 1
AT1G77360	APPR6	Arabidopsis pentatricopeptide repeat 6
AT1G77380	AAP3	amino acid permease 3
AT1G77380	ATAAP3	
AT1G77390	CYCA1	CYCLIN A1
AT1G77390	CYCA1;2	CYCLIN A1;2
AT1G77390	DYP	
AT1G77390	TAM	TARDY ASYNCHRONOUS MEIOSIS
AT1G77410	BGAL16	beta-galactosidase 16
AT1G77440	PBC2	20S proteasome beta subunit C2
AT1G77450	anac032	NAC domain containing protein 32
AT1G77450	NAC032	NAC domain containing protein 32
AT1G77470	EMB2810	EMBRYO DEFECTIVE 2810
AT1G77470	RFC3	replication factor C subunit 3
AT1G77470	RFC5	replication factor C 5
AT1G77490	TAPX	thylakoidal ascorbate peroxidase
AT1G77510	ATPDI6	PROTEIN DISULFIDE ISOMERASE 6
AT1G77510	ATPDIL1-2	PDI-like 1-2
AT1G77510	PDI6	PROTEIN DISULFIDE ISOMERASE 6
AT1G77510	PDIL1-2	PDI-like 1-2
AT1G77590	LACS9	long chain acyl-CoA synthetase 9
AT1G77630	LYM3	lysin-motif (LysM) domain protein 3
AT1G77630	LYP3	LysM-containing receptor protein 3
AT1G77690	LAX3	like AUX1 3
AT1G77710	AtCCP2	
AT1G77710	CCP2	conserved in ciliated species and in the land plants 2
AT1G77720	PPK1	putative protein kinase 1
AT1G77740	PIP5K2	phosphatidylinositol-4-phosphate 5-kinase 2
AT1G77760	GNR1	
AT1G77760	NIA1	nitrate reductase 1
AT1G77760	NR1	NITRATE REDUCTASE 1
AT1G77850	ARF17	auxin response factor 17
AT1G77860	KOM	KOMPEITO
AT1G77870	MUB5	membrane-anchored ubiquitin-fold protein 5 precursor
AT1G77920	TGA7	TGACG sequence-specific binding protein 7
AT1G77950	AGL67	AGAMOUS-like 67
AT1G77980	AGL66	AGAMOUS-like 66
AT1G77990	AST56	
AT1G77990	SULTR2;2	SULPHATE TRANSPORTER 2;2
AT1G78000	SEL1	SELENATE RESISTANT 1
AT1G78000	SULTR1;2	sulfate transporter 1;2
AT1G78050	PGM	phosphoglycerate/bisphosphoglycerate mutase
AT1G78080	RAP2.4	related to AP2 4
AT1G78080	WIND1	wound induced dedifferentiation 1
AT1G78090	ATTPPB	Arabidopsis thaliana trehalose-6-phosphate phosphatase B
AT1G78090	TPPB	trehalose-6-phosphate phosphatase B
AT1G78100	AUF1	auxin up-regulated f-box protein 1
AT1G78120	TPR12	tetratricopeptide repeat 12
AT1G78130	UNE2	unfertilized embryo sac 2
AT1G78160	APUM7	pumilio 7
AT1G78160	PUM7	pumilio 7
AT1G78206	MIR775A	microRNA775A
AT1G78220	GF14 PI	GF 14 PI CHAIN
AT1G78220	GRF13	general regulatory factor 13
AT1G78240	OSU1	
AT1G78240	QUA2	QUASIMODO2
AT1G78240	TSD2	TUMOROUS SHOOT DEVELOPMENT 2
AT1G78270	AtUGT85A4	UDP-glucosyl transferase 85A4
AT1G78270	UGT85A4	UDP-glucosyl transferase 85A4
AT1G78290	SNRK2-8	SNF1-RELATED PROTEIN KINASE 2-8
AT1G78290	SNRK2.8	SNF1-RELATED PROTEIN KINASE 2.8
AT1G78290	SRK2C	SNF1-RELATED PROTEIN KINASE 2C
AT1G78300	14-3-3OMEGA	14-3-3 PROTEIN G-BOX FACTOR14 OMEGA
AT1G78300	GF14 OMEGA	
AT1G78300	GRF2	general regulatory factor 2
AT1G78310	VQ9	VQ motif-containing protein 9
AT1G78320	ATGSTU23	glutathione S-transferase TAU 23
AT1G78320	GSTU23	glutathione S-transferase TAU 23
AT1G78340	ATGSTU22	glutathione S-transferase TAU 22
AT1G78340	GSTU22	glutathione S-transferase TAU 22
AT1G78360	ATGSTU21	glutathione S-transferase TAU 21
AT1G78360	GSTU21	glutathione S-transferase TAU 21
AT1G78370	ATGSTU20	glutathione S-transferase TAU 20
AT1G78370	GSTU20	glutathione S-transferase TAU 20
AT1G78380	ATGSTU19	A. THALIANA GLUTATHIONE S-TRANSFERASE TAU 19
AT1G78380	GST8	GLUTATHIONE TRANSFERASE 8
AT1G78380	GSTU19	glutathione S-transferase TAU 19
AT1G78390	ATNCED9	NINE-CIS-EPOXYCAROTENOID DIOXYGENASE 9
AT1G78390	NCED9	nine-cis-epoxycarotenoid dioxygenase 9
AT1G78430	RIP4	ROP interactive partner 4
AT1G78440	ATGA2OX1	Arabidopsis thaliana gibberellin 2-oxidase 1
AT1G78440	GA2OX1	gibberellin 2-oxidase 1
AT1G78478	MIR833A	microRNA833A
AT1G78490	CYP708A3	"cytochrome P450, family 708, subfamily A, polypeptide 3"
AT1G78500	PEN6	PENTACYCLIC TRITERPENE SYNTHASE 6
AT1G78510	AtSPS1	
AT1G78510	SPS1	solanesyl diphosphate synthase 1
AT1G78540	ATSHB	ARABIDOPSIS THALIANA SH2 DOMAIN PROTEIN B
AT1G78540	SHB	SH2 domain protein B
AT1G78540	STATLB	STAT-TYPE LINKER-SH2 DOMAIN FACTOR B
AT1G78570	ATRHM1	ARABIDOPSIS THALIANA RHAMNOSE BIOSYNTHESIS 1
AT1G78570	RHM1	rhamnose biosynthesis 1
AT1G78570	ROL1	REPRESSOR OF LRX1 1
AT1G78580	ATTPS1	trehalose-6-phosphate synthase
AT1G78580	TPS1	trehalose-6-phosphate synthase
AT1G78580	TPS1	TREHALOSE-6-PHOSPHATE SYNTHASE 1
AT1G78590	ATNADK-3	ARABIDOPSIS THALIANA NADH KINASE 3
AT1G78590	NADK3	NAD(H) kinase 3
AT1G78600	BBX22	B-box domain protein 22
AT1G78600	DBB3	DOUBLE B-BOX 3
AT1G78600	LZF1	light-regulated zinc finger protein 1
AT1G78600	STH3	SALT TOLERANCE HOMOLOG 3
AT1G78610	MSL6	mechanosensitive channel of small conductance-like 6
AT1G78630	emb1473	embryo defective 1473
AT1G78650	POLD3	
AT1G78660	ATGGH1	gamma-glutamyl hydrolase 1
AT1G78660	GGH1	gamma-glutamyl hydrolase 1
AT1G78670	ATGGH3	gamma-glutamyl hydrolase 3
AT1G78670	GGH3	gamma-glutamyl hydrolase 3
AT1G78680	ATGGH2	gamma-glutamyl hydrolase 2
AT1G78680	GGH2	gamma-glutamyl hydrolase 2
AT1G78690	At1g78690p	
AT1G78700	BEH4	BES1/BZR1 homolog 4
AT1G78710	TBL42	TRICHOME BIREFRINGENCE-LIKE 42
AT1G78770	APC6	anaphase promoting complex 6
AT1G78815	LSH7	LIGHT SENSITIVE HYPOCOTYLS 7
AT1G78870	UBC13A	UBIQUITIN CONJUGATING ENZYME 13A
AT1G78870	UBC35	ubiquitin-conjugating enzyme 35
AT1G78882	CPuORF56	conserved peptide upstream open reading frame 56
AT1G78900	VHA-A	vacuolar ATP synthase subunit A
AT1G78920	AtVHP2;1	
AT1G78920	AVP2	vacuolar H+-pyrophosphatase 2
AT1G78920	AVPL1	VACUOLAR-PYROPHOSPHATASE LIKE PROTEIN 1
AT1G78920	VHP2;1	
AT1G78920	VP2	vacuolar H+-pyrophosphatase 2
AT1G78950	AtBAS	
AT1G78950	AtLUP4	
AT1G78950	BAS	beta-amyrin synthase
AT1G78955	CAMS1	camelliol C synthase 1
AT1G78960	ATLUP2	lupeol synthase 2
AT1G78960	LUP2	lupeol synthase 2
AT1G78970	ATLUP1	ARABIDOPSIS THALIANA LUPEOL SYNTHASE 1
AT1G78970	LUP1	lupeol synthase 1
AT1G78980	SRF5	STRUBBELIG-receptor family 5
AT1G79000	ATHAC1	ARABIDOPSIS HISTONE ACETYLTRANSFERASE OF THE CBP FAMILY 1
AT1G79000	ATHPCAT2	ARABIDOPSIS THALIANA P300/CBP ACETYLTRANSFERASE-RELATED PROTEIN 2
AT1G79000	HAC1	histone acetyltransferase of the CBP family 1
AT1G79000	PCAT2	P300/CBP ACETYLTRANSFERASE-RELATED PROTEIN 2
AT1G79040	PSBR	photosystem II subunit R
AT1G79050	RECA1	homolog of bacterial RecA
AT1G79110	BRG2	BOI-related gene 2
AT1G79130	SAUR40	SMALL AUXIN UPREGULATED 40
AT1G79180	ATMYB63	MYB DOMAIN PROTEIN 63
AT1G79180	MYB63	myb domain protein 63
AT1G79200	SCI1	stigma/style cell-cycle inhibitor 1
AT1G79230	ATMST1	
AT1G79230	ATRDH1	ARABIDOPSIS THALIANA RHODANESE HOMOLOGUE 1
AT1G79230	MST1	mercaptopyruvate sulfurtransferase 1
AT1G79230	ST1	SULFURTRANSFERASE 1
AT1G79230	STR1	
AT1G79250	AGC1.7	AGC kinase 1.7
AT1G79270	ECT8	evolutionarily conserved C-terminal region 8
AT1G79280	AtTPR	TRANSLOCATED PROMOTER REGION
AT1G79280	NUA	nuclear pore anchor
AT1G79310	AtMC7	metacaspase 7
AT1G79310	AtMCP2a	metacaspase 2a
AT1G79310	MC7	metacaspase 7
AT1G79310	MCP2a	metacaspase 2a
AT1G79320	AtMC6	metacaspase 6
AT1G79320	AtMCP2c	metacaspase 2c
AT1G79320	MC6	metacaspase 6
AT1G79320	MCP2c	metacaspase 2c
AT1G79330	AMC6	
AT1G79330	ATMC5	metacaspase 5
AT1G79330	ATMCP2b	metacaspase 2b
AT1G79330	MC5	metacaspase 5
AT1G79330	MCP2b	metacaspase 2b
AT1G79340	AtMC4	metacaspase 4
AT1G79340	AtMCP2d	metacaspase 2d
AT1G79340	MC4	metacaspase 4
AT1G79340	MCP2d	metacaspase 2d
AT1G79350	EMB1135	embryo defective 1135
AT1G79360	ATOCT2	organic cation/carnitine transporter 2
AT1G79360	OCT2	ORGANIC CATION TRANSPORTER 2
AT1G79360	OCT2	organic cation/carnitine transporter 2
AT1G79370	CYP79C1	"cytochrome P450, family 79, subfamily C, polypeptide 1"
AT1G79380	RGLG4	RING DOMAIN LIGASE 4
AT1G79400	ATCHX2	cation/H+ exchanger 2
AT1G79400	CHX2	cation/H+ exchanger 2
AT1G79410	AtOCT5	organic cation/carnitine transporter5
AT1G79410	OCT5	organic cation/carnitine transporter5
AT1G79430	APL	ALTERED PHLOEM DEVELOPMENT
AT1G79430	WDY	WOODY
AT1G79440	ALDH5F1	aldehyde dehydrogenase 5F1
AT1G79440	ENF1	ENLARGED FIL EXPRESSION DOMAIN 1
AT1G79440	SSADH	SUCCINIC SEMIALDEHYDE DEHYDROGENASE
AT1G79440	SSADH1	SUCCINIC SEMIALDEHYDE DEHYDROGENASE 1
AT1G79450	ALIS5	ALA-interacting subunit 5
AT1G79460	ATKS	ARABIDOPSIS THALIANA ENT-KAURENE SYNTHASE
AT1G79460	ATKS1	ARABIDOPSIS THALIANA ENT-KAURENE SYNTHASE 1
AT1G79460	GA2	GA REQUIRING 2
AT1G79460	KS	
AT1G79460	KS1	ENT-KAURENE SYNTHASE 1
AT1G79490	EMB2217	embryo defective 2217
AT1G79500	AtkdsA1	
AT1G79530	GAPCP-1	glyceraldehyde-3-phosphate dehydrogenase of plastid 1
AT1G79550	PGK	phosphoglycerate kinase
AT1G79560	EMB1047	EMBRYO DEFECTIVE 1047
AT1G79560	EMB156	EMBRYO DEFECTIVE 156
AT1G79560	EMB36	EMBRYO DEFECTIVE 36
AT1G79560	FTSH12	FTSH protease 12
AT1G79580	ANAC033	Arabidopsis NAC domain containing protein 33
AT1G79580	SMB	SOMBRERO
AT1G79580	URP7	UAS-TAGGED ROOT PATTERNING7
AT1G79590	ATSYP52	
AT1G79590	SYP52	syntaxin of plants 52
AT1G79600	ABC1K3	ABC1-like kinase 3
AT1G79610	ATNHX6	ARABIDOPSIS NA+/H+ ANTIPORTER 6
AT1G79610	NHX6	Na+/H+ antiporter 6
AT1G79650	AtAO1	Arabidopsis thaliana aldehyde oxidase 1
AT1G79650	RAD23B	RADIATION SENSITIVE23B
AT1G79670	RFO1	RESISTANCE TO FUSARIUM OXYSPORUM 1
AT1G79670	WAKL22	
AT1G79680	ATWAKL10	
AT1G79680	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT1G79690	atnudt3	nudix hydrolase homolog 3
AT1G79690	NUDT3	nudix hydrolase homolog 3
AT1G79700	WRI4	WRINKLED 4
AT1G79730	ELF7	EARLY FLOWERING 7
AT1G79750	ATNADP-ME4	Arabidopsis thaliana NADP-malic enzyme 4
AT1G79750	NADP-ME4	NADP-malic enzyme 4
AT1G79760	DTA4	downstream target of AGL15-4
AT1G79790	AtcpFHy1	Arabidopsis thaliana chloroplast FMN hydrolase 1
AT1G79790	FHY1	flavin mononucleotide hydrolase 1
AT1G79800	AtENODL7	
AT1G79800	ENODL7	early nodulin-like protein 7
AT1G79810	ATPEX2	ARABIDOPSIS PEROXIN 2
AT1G79810	PEX2	PEROXIN 2
AT1G79810	TED3	REVERSAL OF THE DET PHENOTYPE 3
AT1G79820	SGB1	SUPPRESSOR OF G PROTEIN BETA1
AT1G79830	GC5	golgin candidate 5
AT1G79840	GL2	GLABRA 2
AT1G79850	CS17	
AT1G79850	PDE347	PIGMENT DEFECTIVE 347
AT1G79850	PRPS17	PLASTID RIBOSOMAL SMALL SUBUNIT PROTEIN 17
AT1G79850	RPS17	ribosomal protein S17
AT1G79860	ATROPGEF12	
AT1G79860	MEE64	MATERNAL EFFECT EMBRYO ARREST 64
AT1G79860	ROPGEF12	ROP (rho of plants) guanine nucleotide exchange factor 12
AT1G79880	AtLa2	
AT1G79880	La2	La protein 2
AT1G79900	ATMBAC2	RABIDOPSIS MITOCHONDRIAL BASIC AMINO ACID CARRIER 2
AT1G79900	BAC2	
AT1G79920	AtHsp70-15	
AT1G79920	Hsp70-15	heat shock protein 70-15
AT1G79930	AtHsp70-14	
AT1G79930	HSP91	heat shock protein 91
AT1G79940	ATERDJ2A	
AT1G79960	ATOFP14	
AT1G79960	OFP14	ovate family protein 14
AT1G80010	FRS8	FAR1-related sequence 8
AT1G80050	APT2	adenine phosphoribosyl transferase 2
AT1G80050	ATAPT2	
AT1G80050	PHT1.1	
AT1G80070	EMB14	EMBRYO DEFECTIVE 14
AT1G80070	EMB177	EMBRYO DEFECTIVE 177
AT1G80070	EMB33	EMBRYO DEFECTIVE 33
AT1G80070	SUS2	ABNORMAL SUSPENSOR 2
AT1G80080	AtRLP17	Receptor Like Protein 17
AT1G80080	TMM	TOO MANY MOUTHS
AT1G80090	CBSX4	CBS domain containing protein 4
AT1G80100	AHP6	histidine phosphotransfer protein 6
AT1G80100	HP6	histidine phosphotransfer protein 6
AT1G80110	ATPP2-B11	phloem protein 2-B11
AT1G80110	PP2-B11	phloem protein 2-B11
AT1G80160	GLYI7	glyoxylase I 7
AT1G80190	PSF1	partner of SLD five 1
AT1G80210	AtBRCC36A	
AT1G80210	BRCC36A	BRCA1/BRCA2-containing complex 36 homolog A
AT1G80240	DGR1	DUF642  L-GalL responsive gene 1
AT1G80260	emb1427	embryo defective 1427
AT1G80270	PPR596	PENTATRICOPEPTIDE REPEAT 596
AT1G80300	ATNTT1	
AT1G80300	NTT1	nucleotide transporter 1
AT1G80310	MOT2	molybdate transporter 2
AT1G80330	ATGA3OX4	ARABIDOPSIS THALIANA GIBBERELLIN 3-OXIDASE 4
AT1G80330	GA3OX4	gibberellin 3-oxidase 4
AT1G80340	ATGA3OX2	ARABIDOPSIS THALIANA GIBBERELLIN-3-OXIDASE 2
AT1G80340	GA3OX2	gibberellin 3-oxidase 2
AT1G80340	GA4H	
AT1G80350	AAA1	
AT1G80350	ATKTN1	
AT1G80350	BOT1	BOTERO 1
AT1G80350	ERH3	ECTOPIC ROOT HAIR 3
AT1G80350	FRA2	FRAGILE FIBER 2
AT1G80350	FRC2	FURCA2
AT1G80350	FTR	FAT ROOT
AT1G80350	KTN1	KATANIN 1
AT1G80350	LUE1	
AT1G80360	VAS1	reversal of sav3 phenotype 1
AT1G80370	CYCA2;4	Cyclin A2;4
AT1G80390	IAA15	indole-3-acetic acid inducible 15
AT1G80410	EMB2753	EMBRYO DEFECTIVE 2753
AT1G80410	OMA	OMISHA
AT1G80420	ATXRCC1	
AT1G80420	XRCC1	homolog of X-ray repair cross complementing 1
AT1G80440	KMD1	KISS ME DEADLY 1
AT1G80460	GLI1	
AT1G80460	NHO1	nonhost resistance to P. s. phaseolicola 1
AT1G80480	PTAC17	plastid transcriptionally active 17
AT1G80490	TPR1	TOPLESS-related 1
AT1G80560	ATIMD2	ARABIDOPSIS ISOPROPYLMALATE DEHYDROGENASE 2
AT1G80560	IMD2	isopropylmalate dehydrogenase 2
AT1G80590	ATWRKY66	
AT1G80590	WRKY66	WRKY DNA-binding protein 66
AT1G80600	TUP5	TUMOR PRONE 5
AT1G80600	WIN1	HOPW1-1-interacting 1
AT1G80650	RTL1	RNAse THREE-like protein 1
AT1G80660	AHA9	H(+)-ATPase 9
AT1G80660	HA9	H(+)-ATPase 9
AT1G80670	RAE1	RNA export factor 1
AT1G80680	MOS3	MODIFIER OF SNC1,3
AT1G80680	NUP96	
AT1G80680	PRE	PRECOCIOUS
AT1G80680	SAR3	SUPPRESSOR OF AUXIN RESISTANCE 3
AT1G80710	DRS1	DROUGHT SENSITIVE 1
AT1G80730	ATZFP1	ARABIDOPSIS THALIANA ZINC-FINGER PROTEIN 1
AT1G80730	ZFP1	zinc-finger protein 1
AT1G80740	CMT1	chromomethylase 1
AT1G80740	DMT4	DNA METHYLTRANSFERASE 4
AT1G80760	NIP6	
AT1G80760	NIP6;1	NOD26-like intrinsic protein 6;1
AT1G80760	NLM7	
AT1G80770	PDE318	pigment defective 318
AT1G80790	FDM5	factor of DNA methylation 5
AT1G80820	ATCCR2	
AT1G80820	CCR2	cinnamoyl coa reductase
AT1G80830	ATNRAMP1	
AT1G80830	NRAMP1	natural resistance-associated macrophage protein 1
AT1G80830	PMIT1	
AT1G80840	ATWRKY40	
AT1G80840	WRKY40	WRKY DNA-binding protein 40
AT1G80860	ATPLMT	ARABIDOPSIS PHOSPHOLIPID N-METHYLTRANSFERASE
AT1G80860	PLMT	phospholipid N-methyltransferase
AT1G80900	ATMGT1	MAGNESIUM TRANSPORTER 1
AT1G80900	MGT1	magnesium transporter 1
AT1G80900	MRS2-10	
AT1G80920	AtJ8	
AT1G80920	AtToc12	translocon at the outer envelope membrane of chloroplasts 12
AT1G80920	J8	
AT1G80920	Toc12	translocon at the outer envelope membrane of chloroplasts 12
AT2G01110	APG2	ALBINO AND PALE GREEN 2
AT2G01110	PGA2	
AT2G01110	TATC	TWIN-ARGININE TRANSLOCATION C
AT2G01110	UNE3	unfertilized embryo sac 3
AT2G01120	ATORC4	ORIGIN RECOGNITION COMPLEX SUBUNIT 4
AT2G01120	ORC4	origin recognition complex subunit 4
AT2G01140	AtFBA3	
AT2G01140	FBA3	fructose-bisphosphate aldolase 3
AT2G01140	PDE345	PIGMENT DEFECTIVE 345
AT2G01150	RHA2B	RING-H2 finger protein 2B
AT2G01170	AtGABP	
AT2G01170	BAT1	bidirectional amino acid transporter 1
AT2G01170	GABP	GABA permease
AT2G01180	ATLPP1	
AT2G01180	ATPAP1	phosphatidic acid phosphatase 1
AT2G01180	LPP1	LIPID PHOSPHATE PHOSPHATASE 1
AT2G01180	PAP1	phosphatidic acid phosphatase 1
AT2G01190	PDE331	PIGMENT DEFECTIVE 331
AT2G01200	IAA32	indole-3-acetic acid inducible 32
AT2G01200	MEE10	maternal effect embryo arrest 10
AT2G01270	AtQSOX2	quiescin-sulfhydryl oxidase 2
AT2G01270	QSOX2	quiescin-sulfhydryl oxidase 2
AT2G01280	MEE65	maternal effect embryo arrest 65
AT2G01290	RPI2	ribose-5-phosphate isomerase 2
AT2G01320	ABCG7	ATP-binding cassette G7
AT2G01340	At17.1	
AT2G01350	QPT	quinolinate phoshoribosyltransferase
AT2G01390	EMB3111	EMBRYO DEFECTIVE 3111
AT2G01420	ATPIN4	ARABIDOPSIS PIN-FORMED 4
AT2G01420	PIN4	PIN-FORMED 4
AT2G01430	ATHB-17	ARABIDOPSIS THALIANA HOMEOBOX-LEUCINE ZIPPER PROTEIN 17
AT2G01430	ATHB17	homeobox-leucine zipper protein 17
AT2G01430	HB17	homeobox-leucine zipper protein 17
AT2G01450	ATMPK17	MAP kinase 17
AT2G01450	MPK17	MAP kinase 17
AT2G01470	ATSEC12	
AT2G01470	STL2P	SEC12P-like 2 protein
AT2G01490	PAHX	phytanoyl-CoA 2-hydroxylase
AT2G01500	HOS9	HIGH EXPRESSION OF OSMOTICALLY RESPONSIVE GENE 9
AT2G01500	PFS2	PRETTY FEW SEEDS 2
AT2G01500	WOX6	WUSCHEL RELATED HOMEOBOX 6
AT2G01505	CLE16	CLAVATA3/ESR-RELATED 16
AT2G01520	MLP328	MLP-like protein 328
AT2G01520	ZCE1	(Zusammen-CA)-enhanced 1
AT2G01530	MLP329	MLP-like protein 329
AT2G01530	ZCE2	(Zusammen-CA)-enhanced 2
AT2G01570	RGA	REPRESSOR OF GA
AT2G01570	RGA1	REPRESSOR OF GA1-3 1
AT2G01590	CRR3	CHLORORESPIRATORY REDUCTION 3
